p_number_of_matches_used,direct,o_number_of_matches_used,player_id,opponent_id,tournament_name,date,p_matches,fs_diff,w1sp_diff,w2sp_diff,wrp_diff,tpw_diff,tmw_diff,aces_per_game_diff,df_per_game_diff,bp_won_diff,wsp_diff,completeness_diff,serve_adv_diff
44,0.0,55,5571,6407,Moscow,15/10/2018,0,0.06550946971839444,-0.059801536519201615,0.018955622103852154,-0.0036601777782735434,-0.008149962465642147,-0.19136722415681456,-0.3092047910889225,-0.18043045567122087,-0.013580638306187498,-0.017306734239907362,-0.014200952062905892,-0.020966912018180905
20,0.0,48,11429,4467,Antwerp,15/10/2018,0,0.018306800177211757,0.007899435865835969,0.006799805359016087,-0.028111213402093105,-0.015254655219405833,-0.23468991550826435,-0.02380788864581662,0.09641256911823201,0.006810524602690604,0.011239344542175345,-0.010017640382767812,-0.016871868859917753
35,0.0,22,5370,5564,Moscow,15/10/2018,0,-0.03164334018060633,0.013752044456742163,-0.016241349388465165,0.015862323343170392,0.009429185381005567,0.0521602163649737,0.2308604038540331,-0.08353948279761356,0.036159425410351886,-0.005236199695145105,0.006380915698712186,0.010626123648025294
22,0.0,44,6031,11176,Stockholm,15/10/2018,0,-0.06865545617905833,0.040411234475830615,0.01058613452901025,-0.02634525367965257,-0.013395897480390717,-0.1621844077190408,0.42115882325018894,0.08659531696934389,0.025648835220832722,0.014373853669841785,-0.006957207065873827,-0.011971400009810784
44,0.0,20,5670,5565,Antwerp,15/10/2018,0,0.03659004122002596,0.09208206377484163,0.08340693570185131,0.013522043989893762,0.04176856699433229,0.37543173772012767,0.6825255164158162,0.012388229840298859,-0.038555836800005294,0.09802622237492298,0.07435554352427781,0.11154826636481674
4,0.0,54,4585,11547,Moscow,15/10/2018,0,0.045334442197722535,-0.050163166353214494,-0.011877711041823669,0.005544602029965318,-0.00579889708569814,0.13664436048437412,-0.20853256043644008,-0.0028841246296493483,0.021008100120021522,-0.0268542505184578,-0.014724392579694934,-0.021309648488492483
34,0.0,60,5349,26578,Stockholm,15/10/2018,0,0.042053941854329646,-0.057917272652511564,0.004118941859441949,0.022753062064078677,0.007222768204271146,-0.026296619208341254,-0.15798830591544505,-0.023163859856849406,-0.014773510819192537,-0.02490114684945166,-0.002340620579478314,-0.0021480847853729904
30,0.0,47,4291,644,Washington,30/07/2018,0,-0.09964531316383252,-0.013261491576971762,-0.02805623392595702,-0.011856091209555997,-0.021913129359083183,-0.23247555457386826,-0.2983742951009891,0.024229564012907684,0.012846513475274879,-0.04010333743029537,-0.0353169340079304,-0.05195942863985137
36,-1.0,23,4259,4794,Kitzbuhel,30/07/2018,0,-0.0759625469215528,-0.019058150567520027,0.05410143676096857,0.007332198781371924,0.002554091380062906,0.22092002248823212,-0.037721110380710854,0.028796233524990014,-0.06784204376493463,-0.006203713258551291,0.0005218595127297609,0.0011284855228206186
2,0.0,46,11433,4921,Los Cabos,30/07/2018,0,-0.009743421619997639,0.09964354417291743,-0.06447986780025733,-0.018444913900928728,1.3105845572014552e-05,-0.6720285971157914,0.5552279119204323,0.1540737456632007,0.14788911809904648,0.03276297677183315,0.011298096008261094,0.014318062870904424
6,0.0,22,11483,25898,Washington,30/07/2018,0,0.05254202218214754,-0.0657038089521571,0.1115692908378092,-0.0689741898405758,-0.045278185042325836,-0.23329418233156823,0.1273852291462193,-0.21483182367617937,0.023740159272121253,0.008194235788120063,-0.03650826803625429,-0.060779954052455606
32,1.0,13,6284,6031,Washington,30/07/2018,0,0.011462728725548765,0.03784474728084419,-0.018438281870201634,-0.005096730889715406,0.002193924467335684,0.15323740980109263,0.18942491296733377,-0.07057457774091447,0.011853165830598922,0.016152645686410616,0.007655544871607967,0.011055914796695213
22,0.0,9,26007,6401,Los Cabos,30/07/2018,0,-0.026513338173833945,0.1358911471089751,0.019626885504618274,-0.01843227897862698,0.017202014083010697,0.2862736551274078,0.5026173617515068,0.007459957580080417,0.06378114878276075,0.08750664774179184,0.04845226914922329,0.06907436876316474
